id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
192.168.1.4,35215,192.168.1.1,53,udp,0.002747059,49,168,SF,1,1,0,Dd,1,77,1,196
192.168.1.4,60184,35.190.43.134,443,tcp,2.716237068,2485,5404,SF,1,0,0,ShADadFf,16,3325,16,6244
192.168.1.4,41618,185.146.173.20,443,udp,0.005378008,58,444,SF,1,1,0,Dd,1,86,1,472
192.168.1.4,48975,192.168.1.1,53,udp,0.149567127,64,254,SF,1,1,0,Dd,1,92,1,282
192.168.1.4,34961,192.168.1.1,53,udp,0.016407967,52,133,SF,1,1,0,Dd,1,80,1,161
192.168.1.4,52640,104.18.87.42,443,tcp,122.433032,3216,5241,SF,1,0,0,ShADadFf,23,4420,21,6341
192.168.1.4,40294,216.239.38.178,443,udp,0.034286022,46,155,SF,1,1,0,Dd,1,74,1,183
192.168.1.4,54368,192.168.1.1,53,udp,0.193608046,62,346,SF,1,1,0,Dd,1,90,1,374
192.168.1.6,40012,192.168.1.4,22,SSH,16.58755588531494,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,60378,23.105.12.171,443,udp,0.055931091,2826,7050,SF,1,0,0,Dd,6,2994,7,7246
192.168.1.4,58288,142.251.111.101,443,udp,0.002617121,63,120,SF,1,1,0,Dd,1,91,1,148
192.168.1.4,41112,178.128.135.33,443,tcp,2.714238167,4101,7360,SF,1,0,0,ShADadFfR,14,4813,12,7992
192.168.1.6,33604,192.168.1.4,22,SSH,0.022660017,58,418,SF,1,1,0,Dd,1,86,1,446
192.168.1.4,59948,68.67.160.24,443,tcp,2.987957954,8773,6348,SF,1,0,0,ShADadFf,16,9613,14,7084
192.168.1.4,42386,23.9.159.188,443,udp,0.001884937,49,110,SF,1,1,0,Dd,1,77,1,138
192.168.1.4,37673,18.160.41.36,443,udp,0.066978931,2912,7406,SF,1,0,0,Dd,9,3164,9,7658
192.168.1.4,44530,192.168.1.1,53,udp,0.017198801,44,227,SF,1,1,0,Dd,1,72,1,255
192.168.1.4,46088,192.168.1.1,53,udp,0.006314993,53,324,SF,1,1,0,Dd,1,81,1,352
192.168.1.6,58608,192.168.1.4,22,SSH,18.098768949508667,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,58796,192.168.1.4,22,SSH,16.58416986465454,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,51319,192.168.1.1,53,udp,0.016373873,44,357,SF,1,1,0,Dd,1,72,1,385
192.168.1.6,34654,192.168.1.4,22,SSH,18.08820915222168,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,42759,142.251.167.104,443,udp,0.019575834,37,291,SF,1,1,0,IIiiihhhIHHhH,1,65,1,319
192.168.1.4,55831,192.168.1.1,53,udp,0.019578218,49,643,SF,1,1,0,Dd,1,77,1,671
192.168.1.4,37304,13.249.39.118,443,tcp,240.0571651,2414,5719,SF,1,0,0,ShADadfF,19,3410,20,6767
192.168.1.4,36560,192.168.1.1,53,udp,0.057584047,1726,5821,SF,1,0,0,ShADaFdRRf,11,2222,9,6297
192.168.1.4,39188,192.168.1.1,53,udp,0.004440069,58,129,SF,1,1,0,Dd,1,86,1,157
192.168.1.4,56174,192.168.1.1,53,udp,0.001935005,48,479,SF,1,1,0,Dd,1,76,1,507
192.168.1.4,57078,192.168.1.1,53,udp,0.009194136,55,120,SF,1,1,0,Dd,1,83,1,148
192.168.1.4,51621,192.168.1.1,53,udp,0.059711933,46,611,SF,1,1,0,Dd,1,74,1,639
192.168.1.4,35406,142.251.167.94,443,tcp,104.0757811,2549,75146,SF,1,0,0,ShADadFf,52,5261,62,78378
192.168.1.6,46410,192.168.1.4,22,SSH,18.08759903907776,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,52162,192.168.1.4,22,SSH,18.08987188339233,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,50488,192.168.1.1,53,udp,75.09428096,3611,18315,SF,1,0,0,ShADadfF,20,4659,23,19519
192.168.1.4,52474,99.84.208.30,443,tcp,240.0689611,2921,17653,SF,1,0,0,ShADadfF,25,4229,28,19117
192.168.1.6,44748,192.168.1.4,22,SSH,18.088650226593018,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,59167,192.168.1.1,53,udp,14.62968993,13370,1754888,SF,1,0,107152,ShADadtgFf,556,42314,855,1799356
192.168.1.6,38960,192.168.1.4,22,SSH,18.08972406387329,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,36296,192.168.1.4,22,SSH,16.586498022079468,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,38109,192.168.1.1,53,udp,0.003000975,43,177,SF,1,1,0,Dd,1,71,1,205
192.168.1.4,47114,3.162.114.192,443,tcp,400.0836911,2335,59213,SF,1,0,0,IIiiihIhhHHH,39,4371,46,61613
192.168.1.4,58409,192.168.1.1,53,udp,0.089434147,47,321,SF,1,1,0,Dd,1,75,1,349
192.168.1.6,38378,192.168.1.4,22,SSH,16.58543300628662,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,44961,192.168.1.1,53,udp,0.107695103,39,117,SF,1,1,0,Dd,1,67,1,145
192.168.1.4,48426,35.186.224.24,443,udp,240.1724081,3004,7636,SF,1,0,0,ShADadFf,25,4312,26,8996
192.168.1.6,50474,192.168.1.4,22,SSH,18.09018611907959,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,37090,192.168.1.4,22,SSH,18.08914303779602,1647,2086,SF,1,1,0,ShADadFf,17,2539,22,3238
192.168.1.4,38875,172.253.62.139,443,udp,124.4293361,2476,6996,RSTR,1,0,0,ShADadr,10,3004,11,7564
192.168.1.4,33853,192.168.1.1,53,udp,0.041169882,44,185,SF,1,1,0,Dd,1,72,1,213
192.168.1.4,51946,124.146.153.168,443,tcp,1.59322691,1848,3491,SF,1,0,0,ShADadFf,9,2324,6,3811
192.168.1.4,52672,31.13.71.36,443,tcp,65.06156301,2739,3128,SF,1,0,0,ShADadfF,13,3423,16,3968
192.168.1.4,54979,192.168.1.1,53,udp,0.001153946,39,120,SF,1,1,0,Dd,1,67,1,148
192.168.1.4,32880,69.166.1.35,443,tcp,0.16723299,1824,5671,SF,1,0,0,ShADFadRfR,9,2204,7,5963
192.168.1.6,42092,192.168.1.4,22,SSH,16.588297843933105,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,39148,192.168.1.1,53,udp,0.022995949,46,362,SF,1,1,0,Dd,1,74,1,390
192.168.1.4,49774,23.73.207.174,443,udp,0.001198053,42,101,SF,1,1,0,Dd,1,70,1,129
192.168.1.6,55974,192.168.1.4,22,SSH,18.089425086975098,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,45346,192.168.1.1,53,udp,0.002335787,53,440,SF,1,1,0,Dd,1,81,1,468
192.168.1.4,53470,192.168.1.1,53,udp,0.055952072,43,181,SF,1,1,0,Dd,1,71,1,209
192.168.1.4,48089,192.168.1.1,53,udp,2.446979046,3210,6949,SF,1,0,0,IIiiihhhIHH,14,3922,11,7529
192.168.1.4,33800,20.40.245.117,443,tcp,85.78080797,37976,483567,RSTO,1,0,0,ShADadfR,171,46876,256,496887
192.168.1.4,56554,192.168.1.1,53,udp,0.103613853,46,167,SF,1,1,0,Dd,1,74,1,195
192.168.1.4,34996,204.235.147.206,443,tcp,80.33768392,3434,342066,SF,1,0,0,ShADadttFf,241,13322,260,367060
192.168.1.4,45224,192.168.1.1,53,udp,0.00158596,66,127,SF,1,1,0,Dd,1,94,1,155
192.168.1.4,59568,192.168.1.1,53,udp,0.045554876,47,561,SF,1,1,0,Dd,1,75,1,589
192.168.1.4,35991,35.190.43.134,443,udp,0.057179928,2722,3319,SF,1,0,0,Dd,6,2890,4,3431
192.168.1.4,46534,192.168.1.1,53,udp,0.001312017,81,151,SF,1,1,0,Dd,1,109,1,179
192.168.1.4,35901,172.253.62.139,443,udp,0.004281998,53,113,SF,1,1,0,Dd,1,81,1,141
192.168.1.4,37022,192.168.1.1,53,udp,0.087751865,54,410,SF,1,1,0,Dd,1,82,1,438
192.168.1.4,43988,192.168.1.1,53,udp,0.007088184,72,130,SF,1,1,0,Dd,1,100,1,158
192.168.1.4,44374,162.55.233.29,443,tcp,0.128715992,1856,7030,S0,1,0,0,S,1,60,0,0
192.168.1.4,59516,192.168.1.1,53,udp,0.009095907,46,124,SF,1,1,0,Dd,1,74,1,152
192.168.1.4,42483,192.168.1.1,53,udp,31.70320797,1950,4408,SF,1,0,0,ShADadFf,9,2426,8,4832
192.168.1.4,47507,192.168.1.1,53,udp,0.079826117,3431,4293,SF,1,0,0,Dd,9,3683,10,4573
192.168.1.4,36460,192.168.1.1,53,udp,0.001964092,41,630,SF,1,1,0,Dd,1,69,1,658
192.168.1.4,48626,192.168.1.1,53,udp,0.004822016,40,105,SF,1,1,0,Dd,1,68,1,133
192.168.1.6,39484,192.168.1.4,22,SSH,0.000647068,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,41538,192.168.1.1,53,udp,0.016086817,50,199,SF,1,1,0,Dd,1,78,1,227
192.168.1.6,59910,192.168.1.4,22,SSH,18.090046882629395,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,46136,192.168.1.1,53,udp,31.80993509,2977,18118373,SF,1,0,5282589,ShADadttggtgtTFf,1488,107648,3745,18317237
192.168.1.6,34806,192.168.1.4,22,SSH,16.58754801750183,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,54637,192.168.1.1,53,DNS,18.09751987457276,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,47785,192.168.1.1,53,udp,0.007251978,45,176,SF,1,1,0,Dd,1,73,1,204
192.168.1.4,48236,69.90.254.75,443,udp,0.089418888,50,524,SF,1,1,0,Dd,1,78,1,552
192.168.1.4,50138,192.168.1.1,53,udp,0.043851137,49,575,SF,1,1,0,Dd,1,77,1,603
192.168.1.6,41174,192.168.1.4,22,SSH,18.089970111846924,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,36958,52.204.241.35,443,udp,0.017647982,48,130,SF,1,1,0,Dd,1,76,1,158
192.168.1.6,60598,192.168.1.4,22,SSH,0.000616074,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,43736,192.168.1.1,53,udp,0.182831049,54,203,SF,1,1,0,Dd,1,82,1,231
192.168.1.4,42891,192.168.1.1,53,udp,0.019598961,57,368,SF,1,1,0,Dd,1,85,1,396
192.168.1.4,36898,192.168.1.1,53,udp,95.13454986,16477,19165,SF,1,0,0,ShADadFfR,37,18385,35,20993
192.168.1.4,51456,72.21.81.130,443,tcp,180.7607129,3405,5419,RSTO,1,0,0,ShADadfR,21,4493,19,6415
192.168.1.4,44588,192.168.1.1,53,udp,5.034974813,102,111,SF,1,1,0,Dd,2,158,1,139
192.168.1.6,36316,192.168.1.4,22,SSH,0.000605822,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,52575,192.168.1.1,53,udp,0.025385141,44,126,SF,1,1,0,Dd,1,72,1,154
192.168.1.4,49745,192.168.1.1,53,udp,0.001194,54,118,SF,1,1,0,Dd,1,82,1,146
192.168.1.6,43672,192.168.1.4,22,SSH,0.000601053,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,44596,192.168.1.1,53,udp,0.025259972,46,362,SF,1,1,0,Dd,1,74,1,390
192.168.1.4,44558,172.253.62.100,443,udp,0.017716885,54,140,SF,1,1,0,Dd,1,82,1,168
192.168.1.4,38091,192.168.1.1,53,udp,0.0033319,90,172,SF,1,1,0,Dd,1,118,1,200
192.168.1.6,37412,192.168.1.4,22,SSH,18.08963108062744,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.6,44446,192.168.1.4,22,SSH,16.583836793899536,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,48650,192.168.1.1,53,udp,0.003618956,44,484,SF,1,1,0,Dd,1,72,1,512
192.168.1.4,38971,192.168.1.1,53,udp,0.006299973,61,130,SF,1,1,0,Dd,1,89,1,158
192.168.1.6,52598,192.168.1.4,22,SSH,18.09154486656189,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,35594,192.168.1.4,22,SSH,18.088816165924072,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,60176,192.168.1.4,22,SSH,0.000518084,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,43675,192.168.1.1,53,udp,0.013813019,47,397,SF,1,1,0,Dd,1,75,1,425
192.168.1.4,57212,107.21.11.179,443,tcp,422.0222168,2494,5421,SF,1,0,0,ShADadFfR,25,3778,22,6573
192.168.1.4,55734,192.168.1.1,53,udp,0.042776108,44,144,SF,1,1,0,Dd,1,72,1,172
192.168.1.6,53840,192.168.1.4,22,SSH,0.000674963,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,53728,192.168.1.1,53,udp,0.01056385,42,107,SF,1,1,0,Dd,1,70,1,135
192.168.1.4,35896,192.168.1.1,53,udp,0.424489021,5612,9994,SF,1,0,0,Dd,16,6060,17,10470
192.168.1.4,42758,3.163.245.4,443,tcp,240.081001,2404,27965,SF,1,0,0,ShADadfF,24,3660,29,29481
192.168.1.4,52816,192.168.1.1,53,udp,60.87424493,2921,6260,SF,1,0,0,ShADadFf,17,3813,20,7308
192.168.1.4,57431,192.168.1.1,53,udp,0.006116867,48,108,SF,1,1,0,Dd,1,76,1,136
192.168.1.6,35936,192.168.1.4,22,SSH,18.08874797821045,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,42254,44.205.122.114,443,udp,0.006958961,57,141,SF,1,1,0,Dd,1,85,1,169
192.168.1.6,37908,192.168.1.4,22,SSH,18.088021993637085,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.6,33738,192.168.1.4,22,SSH,18.09068202972412,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,46444,192.168.1.4,22,SSH,16.600167989730835,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.6,44392,192.168.1.4,22,SSH,16.58672285079956,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,36034,192.168.1.1,53,udp,0.002311945,53,402,SF,1,1,0,Dd,1,81,1,430
192.168.1.4,50475,192.168.1.1,53,udp,0.067737103,1883,3546,SF,1,0,0,ShADadFfR,10,2387,8,3970
192.168.1.4,37284,192.168.1.1,53,udp,0.046935081,1873,6365,SF,1,0,0,ShADadFfRR,11,2429,9,6841
192.168.1.4,54059,142.251.163.154,443,udp,0.070001841,4024,8757,SF,1,0,0,Dd,7,4220,10,9037
192.168.1.4,56114,192.168.1.1,53,udp,0.03066206,63,233,SF,1,1,0,Dd,1,91,1,261
192.168.1.4,56017,192.168.1.1,53,udp,0.394687891,41,873,SF,1,1,0,Dd,1,69,1,901
192.168.1.4,47955,192.168.1.1,53,udp,0.016209841,53,132,SF,1,1,0,Dd,1,81,1,160
192.168.1.4,44661,192.168.1.1,53,udp,2.073883057,2543,9386,SF,1,0,0,ShADadFf,17,3435,16,10226
192.168.1.4,59469,192.168.1.1,53,udp,0.131075859,50,270,SF,1,1,0,Dd,1,78,1,298
192.168.1.4,49240,142.251.167.103,443,udp,0.066978931,2912,7406,SF,1,0,0,Dd,9,3164,9,7658
192.168.1.4,42438,192.168.1.1,53,udp,0.012145996,46,96,SF,1,1,0,Dd,1,74,1,124
192.168.1.6,42110,192.168.1.4,22,SSH,16.58501911,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,46458,192.168.1.4,22,SSH,18.08963894844055,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,45315,192.168.1.1,53,udp,0.050925016,37,222,SF,1,1,0,Dd,1,65,1,250
192.168.1.4,49317,192.168.1.1,53,udp,0.02393198,44,101,SF,1,1,0,Dd,1,72,1,129
192.168.1.4,47336,192.168.1.1,53,udp,0.005265951,58,406,SF,1,1,0,IIishhhHHh,1,86,1,434
192.168.1.4,54282,192.168.1.1,53,udp,0.003913164,53,124,SF,1,1,0,Dd,1,81,1,152
192.168.1.4,33596,192.168.1.1,53,udp,512.6181459,3285,5165,SF,1,0,0,ShADadFfR,27,4673,30,6733
192.168.1.4,40529,192.168.1.1,53,udp,0.015900135,46,107,SF,1,1,0,IIZZiishH,1,74,1,135
192.168.1.4,48264,13.107.21.239,443,tcp,2.493146181,1970,323,SF,1,0,0,ShADadFf,8,2310,6,575
192.168.1.4,44094,31.13.71.7,443,tcp,3.172516108,3011,77576,SF,1,0,0,ShADadFf,40,5099,62,80808
192.168.1.4,42066,192.168.1.1,53,udp,0.008781195,64,130,SF,1,1,0,Dd,1,92,1,158
192.168.1.4,59110,18.160.18.6,443,udp,0.001266956,82,140,SF,1,1,0,Dd,1,110,1,168
192.168.1.6,58928,192.168.1.4,22,SSH,18.093971014022827,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,59256,146.75.36.84,443,udp,0.212112904,4897,9098,SF,1,0,0,Dd,10,5177,13,9462
192.168.1.6,46526,192.168.1.4,22,SSH,18.08818292617798,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,49384,192.168.1.1,53,udp,0.002613068,47,432,SF,1,1,0,Dd,1,75,1,460
192.168.1.4,41102,52.12.37.200,443,udp,0.005985975,50,132,SF,1,1,0,Dd,1,78,1,160
192.168.1.4,33750,172.253.62.93,443,udp,0.018345833,58,145,SF,1,1,0,IIiiihhhIHHhH,1,86,1,173
192.168.1.4,53140,192.168.1.1,53,udp,0.006618023,45,526,SF,1,1,0,Dd,1,73,1,554
192.168.1.4,45263,192.168.1.1,53,udp,0.04985714,56,156,SF,1,1,0,Dd,1,84,1,184
192.168.1.6,59374,192.168.1.4,22,SSH,18.08693099021912,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,33998,185.125.190.97,80,HTTP,0.164594173,88,185,SF,1,0,0,ShADdfFa,5,356,4,401
192.168.1.6,54894,192.168.1.4,22,SSH,0.001621962,58,562,SF,1,1,0,Dd,1,86,1,590
192.168.1.4,41306,192.168.1.1,53,udp,0.997523785,4998,20363,SF,1,0,0,Dd,20,5558,26,21091
192.168.1.4,36786,192.168.1.1,53,udp,0.017675877,51,195,SF,1,1,0,Dd,1,79,1,223
192.168.1.4,50427,192.168.1.1,53,udp,0.531843185,4200,7610,SF,1,0,0,Dd,11,4508,12,7946
192.168.1.4,38801,192.168.1.1,53,udp,0.037930965,47,128,SF,1,1,0,Dd,1,75,1,156
192.168.1.4,59398,13.107.21.239,443,tcp,5.297025919,2598,7976,SF,1,0,0,ShADadFf,15,3218,17,8668
192.168.1.4,57414,23.193.217.21,443,udp,0.330001116,44,340,SF,1,1,0,Dd,1,72,1,368
192.168.1.6,35742,192.168.1.4,22,SSH,16.58660101890564,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,57222,107.21.11.179,443,tcp,0.051177979,1839,3981,SF,1,0,0,ShADadFfR,10,2343,8,4405
192.168.1.4,56417,192.168.1.1,53,udp,0.053399086,62,263,SF,1,1,0,Dd,1,90,1,291
192.168.1.4,44393,192.168.1.1,53,udp,0.001850128,46,105,SF,1,1,0,Dd,1,74,1,133
192.168.1.6,46054,192.168.1.4,22,SSH,18.087899208068848,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,51173,192.168.1.1,53,udp,402.0519099,2754,44633,SF,1,0,0,ShADadFf,37,4686,38,46617
192.168.1.4,44423,192.168.1.1,53,udp,0.142775059,1776,6362,SF,1,0,0,ShADaFdRfR,9,2192,7,6734
192.168.1.4,38208,192.168.1.1,53,udp,0.057165861,48,305,SF,1,1,0,Dd,1,76,1,333
192.168.1.4,46230,63.140.39.22,443,tcp,1.357047796,2666,5007,SF,1,0,0,ShADTadFf,16,6206,12,5639
192.168.1.4,43918,142.251.111.149,443,udp,0.083921909,57,139,SF,1,1,0,IIiiihhhIHH,1,85,1,167
192.168.1.6,35094,192.168.1.4,22,SSH,18.088339805603027,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,35827,192.168.1.1,53,udp,0.050390959,43,136,SF,1,1,0,Dd,1,71,1,164
192.168.1.6,50382,192.168.1.4,22,SSH,16.58871293067932,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,44419,142.251.167.106,443,tcp,242.1475439,2406,4635,SF,1,0,0,IIiiiIhhHhHhH,18,3326,20,5683
192.168.1.4,60134,192.168.1.1,53,udp,0.002022982,53,113,SF,1,1,0,Dd,1,81,1,141
192.168.1.4,37290,192.168.1.1,53,udp,0.101892948,49,130,SF,1,1,0,Dd,1,77,1,158
192.168.1.6,54982,192.168.1.4,22,SSH,18.08884882926941,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,44884,192.168.1.1,53,udp,0.003095865,49,114,SF,1,1,0,Dd,1,77,1,142
192.168.1.6,45006,192.168.1.4,22,SSH,16.58643913269043,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,57156,192.168.1.4,22,SSH,18.088603973388672,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,58884,20.114.189.135,443,tcp,11.1926589,2846,5896,RSTO,1,0,0,ShADadfR,12,3490,13,6580
192.168.1.4,56865,192.168.1.1,53,udp,0.014420986,49,444,SF,1,1,0,Dd,1,77,1,472
192.168.1.4,38074,192.168.1.1,53,udp,11.68158197,5778,10368,SF,1,0,0,Dd,12,6114,14,10760
192.168.1.4,43374,104.17.208.240,443,tcp,0.041291952,1865,4485,SF,1,0,0,ShADadFf,9,2341,7,4857
192.168.1.4,45998,204.79.197.239,443,udp,0,10048,6782,SF,0,0,0,ShADadFf,27,11460,24,8038
192.168.1.4,48289,192.168.1.1,53,udp,0.028918982,1739,5990,RSTO,1,0,0,ShADadFR,8,2151,7,6362
192.168.1.6,35742,192.168.1.4,22,SSH,18.089104890823364,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,36708,142.251.167.106,443,udp,0.020087004,51,170,SF,1,1,0,IIiiiIhhhHHhH,1,79,1,198
192.168.1.4,54428,34.192.171.26,443,udp,0.01631999,47,165,SF,1,1,0,IIiiihhhIHH,1,75,1,193
192.168.1.4,41070,34.120.202.204,443,tcp,2.60649085,6780,5512,SF,1,0,0,ShADadFf,21,7880,18,6456
192.168.1.4,52451,192.168.1.1,53,udp,0.074114084,57,478,SF,1,1,0,Dd,1,85,1,506
192.168.1.4,54550,192.168.1.1,53,udp,0.004107952,49,255,SF,1,1,0,Dd,1,77,1,283
192.168.1.6,59978,192.168.1.4,22,SSH,15.094282150268556,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,55949,192.168.1.1,53,udp,23.40155602,20829,150032,SF,1,0,0,Dd,133,24553,186,155240
192.168.1.4,37166,192.168.1.1,53,udp,0.034359932,48,321,SF,1,1,0,Dd,1,76,1,349
192.168.1.4,38790,99.84.208.112,443,tcp,240.0748289,2968,9253,SF,1,0,0,ShADadFf,21,4068,22,10405
192.168.1.4,47046,192.168.1.1,53,udp,0.127092838,54,388,SF,1,1,0,Dd,1,82,1,416
192.168.1.4,39292,3.228.54.255,443,tcp,0.046462059,1889,5689,SF,1,0,0,ShADadFRfR,12,2485,10,6217
192.168.1.6,41198,192.168.1.4,22,SSH,18.08824801445008,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,35680,162.222.105.18,80,udp,0.000239134,42,432,SF,0,1,0,Dd,1,70,1,460
192.168.1.4,59081,192.168.1.1,53,udp,2.426858902,2554,6770,SF,1,0,0,ShADadFRf,17,3422,16,7610
192.168.1.6,36314,192.168.1.4,22,SSH,0.000818968,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,37816,192.168.1.1,53,udp,28.05903196,3248,5694,RSTO,1,0,0,ShADadfR,17,4140,15,6482
192.168.1.6,37530,192.168.1.4,22,SSH,16.588993072509766,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,59982,103.235.46.96,443,udp,0.002310991,47,165,SF,1,1,0,Dd,1,75,1,193
192.168.1.6,56182,192.168.1.4,22,SSH,18.08926010131836,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,40022,192.168.1.1,53,udp,0.00184083,54,118,SF,1,1,0,Dd,1,82,1,146
192.168.1.4,51888,192.168.1.1,53,udp,0.019431114,42,485,SF,1,1,0,Dd,1,70,1,513
192.168.1.4,39912,192.168.1.1,53,udp,0.002130985,53,127,SF,1,1,0,Dd,1,81,1,155
192.168.1.4,46333,192.168.1.1,53,udp,0.004554987,39,315,SF,1,1,0,Dd,1,67,1,343
192.168.1.4,57435,172.253.122.97,443,udp,0.027391911,43,182,SF,1,1,0,IIiiiIhhhHHhH,1,71,1,210
192.168.1.6,58436,192.168.1.4,22,SSH,16.586158990859985,1655,2086,SF,1,1,0,ShADadFf,17,2547,22,3238
192.168.1.4,43300,3.162.125.13,443,udp,0,42,396,SF,0,1,0,Dd,1,70,1,424
192.168.1.4,47151,142.251.167.103,443,tcp,130.70591,2831,6240,SF,1,0,0,IIiiiIhhhHHhH,23,4035,26,7600
192.168.1.6,57202,192.168.1.4,22,SSH,18.092331886291504,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,39618,192.168.1.1,53,udp,0.002419949,43,99,SF,1,1,0,Dd,1,71,1,127
192.168.1.4,55618,192.168.1.1,53,udp,0.001624107,54,118,SF,1,1,0,Dd,1,82,1,146
192.168.1.4,49629,192.168.1.1,53,udp,0.001293898,57,114,SF,1,1,0,Dd,1,85,1,142
192.168.1.6,37464,192.168.1.4,22,SSH,18.08882784843445,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,40133,192.168.1.1,53,udp,0.02334094,45,176,SF,1,1,0,Dd,1,73,1,204
192.168.1.4,59652,192.168.1.1,53,udp,0.046901941,1817,3862,SF,1,0,0,ShADadFfR,9,2269,7,4234
192.168.1.4,47322,142.251.16.156,443,udp,0.145641088,5509,9942,SF,1,0,0,Dd,13,5873,15,10362
192.168.1.6,58486,192.168.1.4,22,SSH,16.58972692489624,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,51384,216.239.38.178,443,udp,0.002535105,47,218,SF,1,1,0,Dd,1,75,1,246
192.168.1.4,42409,192.168.1.1,53,udp,0.051645994,1835,13738,SF,1,0,0,ShADadFRf,14,2547,12,14370
192.168.1.4,43254,192.168.1.1,53,udp,0.00267005,49,106,SF,1,1,0,Dd,1,77,1,134
192.168.1.4,51360,192.168.1.1,53,udp,0.017078161,46,398,SF,1,1,0,Dd,1,74,1,426
192.168.1.6,42660,192.168.1.4,22,SSH,18.08793807029724,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,60764,192.168.1.1,53,udp,0.021217108,54,394,SF,1,1,0,Dd,1,82,1,422
192.168.1.4,55598,34.211.67.143,443,udp,0.020955801,50,111,SF,1,1,0,Dd,1,78,1,139
